124	334.83	7403.5	-0.27771	-0.31265
125	337.55	7106.6	-0.30667	-0.31868
126	340.27	6744.4	-0.34201	-0.31545
127	342.99	6695.7	-0.34676	-0.32204
128	345.71	7132.7	-0.30413	-0.32623
129	348.43	7065.9	-0.31065	-0.32106
130	351.15	6892	-0.32761	
131	353.87	7009.4	-0.31616	
132				
133				
134				
135				
136				
137				
138				
139				
140				
141				
142				
143				
144				
145				
146				
147				
148				
149				
150				
151				
152				
153				
154				
155				
156				
157				
158				
159				
160				
161				
162				
163				
164				
165				
166				
167				
168				
169				
170				
171				
172				
173				
174				
175				
176				
177				
178				
179				
180				
181				
182				
183				
184				
185				
186				
187				
188				
189				
190				
191				
192				
193				
194				
195				
196				
197				
198				
199				
200				
