Tiempo,T(K),Setpoint(K),Heater,V muestra 1 (V),I muestra 1 (A),R muestra 1 (Ohm),V muestra 2 (V),I muestra 2 (A),R muestra 2 (Ohm)
16:03:25,300.0561190567883,300.0683236827151,0.21238276387627472,0.03996210328347002,0.001,39.962103283470015,0.03996210328347002,0.001,39.962103283470015
16:03:26,300.0448391520352,300.02811795768105,0.015232663688461767,0.08076554294010106,0.001,80.76554294010106,0.08076554294010106,0.001,80.76554294010106
16:03:27,300.0623746274063,299.98789242801035,0.05415408479009616,0.050774552714296796,0.001,50.774552714296796,0.050774552714296796,0.001,50.774552714296796
16:03:29,300.0248821728438,299.9476733435886,0.0,0.05903507319041101,0.001,59.035073190411005,0.05903507319041101,0.001,59.035073190411005
16:03:30,300.03308746837104,299.9074406454659,0.0,0.049759019449168884,0.001,49.75901944916888,0.049759019449168884,0.001,49.75901944916888
16:03:31,300.0176952679406,299.8672409762637,0.0,0.064231962122378,0.001,64.231962122378,0.064231962122378,0.001,64.231962122378
16:03:32,300.0401581504299,299.82705918050766,0.041089236895999706,0.06774096224010934,0.001,67.74096224010934,0.06774096224010934,0.001,67.74096224010934
16:03:33,299.98287559433714,299.7868012100156,0.07323124108182359,0.06206108399865429,0.001,62.06108399865428,0.06206108399865429,0.001,62.06108399865428
16:03:35,299.9965169950044,299.7465598890877,0.09561309733489241,0.05683462403797773,0.001,56.83462403797773,0.05683462403797773,0.001,56.83462403797773
16:03:36,299.97493977174804,299.7063502539889,0.06730875328392792,0.0387042613265676,0.001,38.704261326567604,0.0387042613265676,0.001,38.704261326567604
16:03:37,299.9224239991815,299.6661093701617,0.0,0.03848542925060408,0.001,38.48542925060408,0.03848542925060408,0.001,38.48542925060408
16:03:38,299.9014935053135,299.6258741765912,0.0,0.04325382438685498,0.001,43.25382438685498,0.04325382438685498,0.001,43.25382438685498
16:03:39,299.83646767727646,299.5856429010327,0.0,0.06907500156094848,0.001,69.07500156094848,0.06907500156094848,0.001,69.07500156094848
16:03:41,299.8105259931233,299.5454285611406,0.0,0.017566477489118607,0.001,17.566477489118608,0.017566477489118607,0.001,17.566477489118608
16:03:42,299.75234131627764,299.505191110541,0.0,0.05679394933427032,0.001,56.79394933427032,0.05679394933427032,0.001,56.79394933427032
16:03:43,299.7297586329587,299.46496779816306,0.0570477309567647,0.0507214762956703,0.001,50.7214762956703,0.0507214762956703,0.001,50.7214762956703
16:03:44,299.7064992657768,299.4247713714536,0.08489751985219188,0.054053389216932035,0.001,54.05338921693203,0.054053389216932035,0.001,54.05338921693203
16:03:46,299.6419919696844,299.3846128850873,0.0,0.0439169334645945,0.001,43.9169334645945,0.0439169334645945,0.001,43.9169334645945
16:03:47,299.65912194229384,299.34432743288033,0.0,0.04305595066184701,0.001,43.05595066184701,0.04305595066184701,0.001,43.05595066184701
16:03:48,299.63242406285474,299.3040871371523,0.0,0.04699568092024736,0.001,46.99568092024736,0.04699568092024736,0.001,46.99568092024736
16:03:49,299.5766490223306,299.26386345919923,0.0,0.044865718072791126,0.001,44.865718072791125,0.044865718072791126,0.001,44.865718072791125
16:03:50,299.56661806268903,299.223658592472,0.0,0.04309321225380599,0.001,43.09321225380599,0.04309321225380599,0.001,43.09321225380599
16:03:52,299.5148934625032,299.18346588509235,0.0,0.026157011806901786,0.001,26.157011806901785,0.026157011806901786,0.001,26.157011806901785
16:03:53,299.50817147283965,299.14325384196593,0.0,0.06250174697850536,0.001,62.50174697850536,0.06250174697850536,0.001,62.50174697850536
16:03:54,299.45796312825854,299.1029807318941,0.029633263288403922,0.06211504210467527,0.001,62.11504210467527,0.06211504210467527,0.001,62.11504210467527
16:03:55,299.44796121934695,299.06274171567907,0.07045706107754438,0.04595174988482673,0.001,45.95174988482673,0.04595174988482673,0.001,45.95174988482673
16:03:56,299.3874888818845,299.0225297440782,0.005110972695592886,0.06132849658280733,0.001,61.32849658280733,0.06132849658280733,0.001,61.32849658280733
16:03:58,299.3358200678699,298.9822896549796,0.09900051132932025,0.04377989229869752,0.001,43.77989229869752,0.04377989229869752,0.001,43.77989229869752
